,nama,brand,harga,terjual,gambar
225,"Lenovo AMD Ryzen 5 PRO 14"" Gaming Laptop 32GB RAM 1TB SSD RADEON RX Windows 11",Excellent - Refurbished,"IDR9,958,375.00",56 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
226,"Lenovo ThinkPad T14 Touch 14"" Intel Core i7 4.90 GHz 32GB RAM 1TB SSD Win 11 Pro",Very Good - Refurbished,"IDR9,309,833.75",100 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
227,Dell Latitude 5330 Laptop 13.3” 10-Core i5 12th 4.4GHz 16GB RAM 256GB SSD Win 11,Good - Refurbished,"IDR4,496,563.75",294 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
228,"New HP Laptop 14"" HD Intel Celeron N4120 4GB 64GB eMMC SSD Webcam Windows 11 S",Brand New,"IDR3,075,625.00",491 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
229,"New ListingDell Precision 5570 15.6"" FHD i7-12800H 14-Core 1TB SSD 32GB RAM *No Charger*",Pre-Owned,"IDR11,637,167.50",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
230,New Sealed MacBook Pro 14-inch M4 24GB RAM 1TB SSD 10C GPU Space Black,Brand New,"IDR28,245,875.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
231,"Lenovo LOQ 15.6"" FHD Gaming Laptop RTX 4050 AMD Ryzen 5 7235HS 16GB RAM 512GB",Brand New,"IDR10,639,168.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
232,"HP EliteBook 845 G8 14"" FHD AMD Ryzen 7 PRO 5850U 16GB 512GB SSD W11P Laptop, SL",Very Good - Refurbished,"IDR4,571,875.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
233,"Microsoft Surface Pro 9 13"" 2.8K 120 Hz Touch i7-1265U 16GB 512GB, Keyboard W11H",Pre-Owned,"IDR11,637,333.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
234,"Lenovo Thinkpad T490 1.6GHz i5-8265U, 16GB RAM, 256GB NVME SSD, WIN11, FPR, WiFi",Pre-Owned,"IDR2,492,918.75",Only 2 left,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
235,"【90% New】ACEMAGIC Laptop 17.3"" FHD Netbook Intel N97 16GB RAM 512GB M.2 SSD WiFi",Certified - Refurbished,"IDR3,823,583.75",95 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
236,2025 HP Laptop Computer 17.3 10-Core Intel i5 Upto 64GB RAM 2TB SSD Pro Office,Brand New,"IDR7,298,375.00 to IDR14,280,875.00",15 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
237,New ListingUsed Laptop Lot - no hdds,Parts Only,"IDR7,148,750.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
238,"Dell Chromebook 3100 (11.6"", Intel Celeron, 4GB RAM, 16GB, ChromeOS)  NO Charger",Pre-Owned,"IDR432,083.75",183 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
239,"HP - Victus 15.6"" 144Hz Full HD Gaming Laptop - Intel Core i5 - 8GB Memory - ...",Brand New,"IDR12,967,333.75","1,670 sold",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
240,MacBook Pro 16 Space Gray 2021 M1 MAX 32GB 1TB 24 Core GPU A2485,Pre-Owned,"IDR16,624,833.75",67 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
241,"Lenovo ThinkPad T14s Gen 6 14"" WUXGA Snapdragon X Elite 32GB 512GB SSD FPReader",Certified - Refurbished,"IDR13,399,750.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
242,"Acer - Predator Helios Neo 16S AI Gaming Laptop - 16"" OLED 240Hz - Intel Core...",Brand New,"IDR31,587,333.75","1,072 sold",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
243,"ASUS - Zenbook 14 14"" FHD+ OLED Touch Screen Laptop - Intel Core Ultra 9 - 32...",Brand New,"IDR14,962,333.75",423 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
244,2020 Macbook Air Apple | M1 8/7 CPU/GPU |  16GB RAM 256GB SSD  Broken Screen,Parts Only,"IDR3,308,375.00",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
245,"Dell Latitude 5410 14""  i5-10310U @ 1.70 GHz 16GB (No BATT/OS) 256GB SSD",Pre-Owned,"IDR1,496,083.75",35 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
246,"Dell Latitude 14 3420 (14"" Touch, 16GB, 512GB SSD, i5-1145G7 4.4GHz) Win11P, Gra",Excellent - Refurbished,"IDR4,987,333.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
247,CHUWI Gemibook Plus 15.6in Laptop DDR5 16G 512GB SSD Intel N100 2K Windwos 11 PC,Brand New,"IDR4,289,083.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
248,Shop on eBay,,$479.99,,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
249,Shop on eBay,,$479.99,,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
250,"Lenovo ThinkPad L13 Yoga 13.3"" Touch 16GB 512GB Core i5-10310U Win11P, Bla",Excellent - Refurbished,"IDR4,897,891.25",,https://i.ebayimg.com/thumbs/images/g/ZD4AAeSwi7FpFw9X/s-l960.webp
251,"MAXED!! Apple MacBook Pro Retina 13"" + LOADED! + TouchBar + 2024 OS + EXTRAS!",Pre-Owned,"IDR9,950,062.50",Only 1 left!,https://i.ebayimg.com/thumbs/images/g/xEcAAOSwrull0Ong/s-l960.webp
252,"Dell Latitude 3500 15.6"" Laptop Computer PC Core i3 8GB RAM 256GB SSD Windows 11",Good - Refurbished,"IDR2,839,550.00",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
253,"New ListingASUS ROG Ally X 7"" 120Hz FHD 1080p Gaming Handheld w/ AMD Ryzen Z1 Extreme",Pre-Owned,"IDR5,818,750.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
254,"Lenovo Thinkpad 14"" FHD Gaming Laptop AMD Ryzen 5 PRO 4.0GHz 48GB RAM 4TB SSD",Excellent - Refurbished,"IDR6,151,083.75 to IDR11,471,250.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
255,Samsung Chromebook 4 XE310XBA 11.6 Intel Celeron Chrome OS Tested Working School,Pre-Owned,"IDR432,748.75",Only 3 left,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
256,EXECUTIVE SPECIAL~ 17.3 HP ZBook Fury Laptop: Intel i7! 32GB RAM - 1 TB NVME SSD,Excellent - Refurbished,"IDR9,801,933.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
257,New ListingLenovo Thinkpad T15 Gen 2 Intel i7-1165G7 16GB RAM 256GB SSD Win 11 Touch Screen,Pre-Owned,"IDR4,871,125.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
258,"Dell Latitude 3310 2in1 Laptop, Pentium Gold 5405U, 16GB RAM, 512GB SSD, Win 11",Pre-Owned,"IDR2,575,877.50",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
259,"Lenovo - IdeaPad Slim 3x - L- 15.3"" 2k Touchscreen Laptop Snapdragon X 16gb 256",Brand New,"IDR6,234,375.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
260,"New ListingLenovo ThinkPad T580/T590 15.6"" (i5 8th Gen - 8GB RAM - NO OS/HDD) - Lot of 3",Pre-Owned,"IDR4,486,090.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
261,"Apple MacBook Air M2 13.6"" 8-CoreCPU 8-CoreGPU 2022 256GB SSD 8GB RAM -Very Good",Very Good - Refurbished,"IDR9,509,500.00",19 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
262,"Acer Chromebook C738t 2-in-1 (11.6"" touchscreen, Intel, 4GB, 16GB) with Charger",Pre-Owned,"IDR664,833.75",89 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
263,"CTL Chromebook Touch Screen NL71CT-L 11.6"" 1.1GHz N4020 4GB 32GB  (Grade A",Pre-Owned,"IDR914,375.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
264,CHUWI MiniBook X 10.51inch Windwos 11 Laptop Intel N100 12GB LPDDR5 512GSSD,Brand New,"IDR3,640,708.75",53 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
265,Dell Inspiron 7391 2-in-1 Laptop PC 13.3” FHD Core i7 16GB RAM 512GB SSD Win 11,Good - Refurbished,"IDR4,491,576.25",Only 3 left,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
266,New ListingLenovo Thinkpad T15 Gen 2 Intel i7-1185G7 16GB RAM 512GB SSD Win 11 Touch Screen,Pre-Owned,"IDR5,236,875.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
267,Lenovo ThinkPad X1 2-in-1 Gen 10 Aura OLED Touch VRR Ultra 7 268V 32GB 1TB Win11,Certified - Refurbished,"IDR23,425,622.50",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
268,"Microsoft Surface Pro 2-in-1 Laptop/tablet (2025), Windows 11 Copilot+ Pc, 12",Brand New,"IDR10,789,458.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
269,New ListingDell Vostro 15 7510 i7-11800H 2.3Ghz 16GB RAM 1TB NVMe GeForce RTX 3050Ti W11P,Pre-Owned,"IDR7,481,083.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
270,"HP EliteBook 630 G10 Laptop Intel Core i7-1365U 32GB 256GB SSD 13.3"" Touch W11P",Excellent - Refurbished,"IDR6,633,208.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
271,"MSI Katana 15 HX B14WEK-001US 15.6"" Gaming Laptop i7-14650HX 5050 16GB 512GB",Certified - Refurbished,"IDR12,461,268.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
272,"2025 Lenovo IdeaPad Laptop 15.6"" 1-Yr MS 365 Intel Dual-Core 20GB RAM & 1TB SSD",Brand New,"IDR5,802,125.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
273,"New ListingNEW Dell Inspiron Plus 14 i5430-7381SLV-PUS 14"" WQXGA 16GB RAM 1TB SSD i7-1360P",Brand New,"IDR11,620,875.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
274,"ASUS Chromebook Plus CX3402CB 14"" FHD Touch Intel i3-1215U 8GB 128GBUFS ChromeOS",Certified - Refurbished,"IDR2,776,375.00",209 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
275,"HP - 14"" Laptop - Intel Processor N150 - 4GB Memory - 128GB UFS - Pale Rose Gold",Brand New,"IDR3,657,333.75","1,835 sold",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
276,"Lenovo - IdeaPad 1 15.6"" Full HD Laptop - AMD Ryzen 5 7520U 2022 - 8GB Memory...",Brand New,"IDR4,987,333.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
277,"2025 HP Laptop Computer 15.6"" Touch 6-Core Intel i3 Upto 64GB RAM 2TB SSD WinPro",Brand New,"IDR6,134,625.00 to IDR12,784,625.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
278,Dell Latitude 5530 Business Laptop 15” FHD Core i5 4.4GHz 16GB 512GB SSD Win 11,Good - Refurbished,"IDR6,483,085.00",180 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
279,"Dell Chromebook 3100 11.6"" Intel core 2.60GHz 4GB RAM 32GB eMMC Bluetooth Webcam",Good - Refurbished,"IDR1,130,333.75",113 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
280,Windows 11 Laptop 17.3'' 8GB RAM 256GB / 512GB SSD with Intel Celeron Dual-Core,Brand New,"IDR3,790,500.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
281,"Dell Latitude 5410 14"" 16GB 256GB SSD Core™ i5-10210U 1.6GHz WIN11P, Silver",Good - Refurbished,"IDR2,659,833.75",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
282,"Lenovo - IdeaPad Slim 3 Chromebook Laptop - 14"" Full HD Touchscreen Laptop - ...",Brand New,"IDR6,633,375.00","5,260 sold",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
283,New ListingHP EliteBook 840 G9 i7-1265U 32GB 512GB SSD 14in FHD Win11 Pro USB-C Charger #3,Open Box,"IDR6,317,333.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
284,"HP - 15.6"" Laptop - Intel Core i3 - 8GB Memory - 128GB UFS - Natural Silver",Brand New,"IDR4,156,083.75",202 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
285,"Dell Latitude 7420 14"" i7-1185G7 3.00GHz/16GB/512GB SSD P135G001 - w/Warranty",Good - Refurbished,"IDR3,676,286.25",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
286,Open Box: HP Omnibook 7 Aero 13.3  2K Copilot+PC AMD Ryzen AI 5 340 16GB RAM 512,Open Box,"IDR7,381,500.00",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
287,2025 ASUS TUF Gaming Laptop Ryzen 7 RTX 4050 Upto 64GB RAM 2TB SSD Office Pro,Brand New,"IDR13,283,375.00 to IDR18,104,625.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
288,Lenovo ThinkPad Yoga 13” Laptop Convertible 2-in-1 Core i5 8GB 256GB SSD Win 11,Good - Refurbished,"IDR3,211,783.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
289,"Dell Latitude 7410 14"" Laptop 4-Core i7 4.9GHz 16GB RAM 512GB SSD Windows 11 Pro",Good - Refurbished,"IDR4,987,333.75",117 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
290,"New ListingLenovo ThinkPad X1 Carbon Gen 9 + i7-1165G7 2.80GHz 16GB 512, SSD,Charger",Pre-Owned,"IDR5,802,125.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
291,"Lenovo - Legion Pro 5 16"" 2.5K Gaming Laptop - AMD Ryzen 9 8945HX 2023 - NVID...",Brand New,"IDR19,949,833.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
292,"Dell Latitude 7212 Rugged 11.6"" Core i7-7600U 2.80GHZ 16GB RAM 256GB SSD Win 10",Pre-Owned,"IDR4,970,875.00",25 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
293,14 Lenovo ThinkPad Laptop: i7-8650U! 16GB RAM! 512GB NVME SSD! Secondary Battery,Good - Refurbished,"IDR4,984,008.75",127 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
294,"HP EliteBook X G1i 14"" WUXGA Intel Ultra 5 236V 16GB 512GB SSD W11P Laptop BL",Brand New,"IDR9,559,375.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
295,Lenovo Thinkpad T14s Gen 2a Ryzen 5 PRO 2.3GHz 16GB 256GB- Very Good Refurbished,Very Good - Refurbished,"IDR4,114,687.50",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
296,"Excellent 16"" MacBook Pro Touch Bar 4.5 Core i7 512GB SSD RP5300M + WARRANTY",Excellent - Refurbished,"IDR8,295,875.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
297,"Apple 2022 MacBook Air 13"" M2 (8-Core GPU) 16GB RAM 256GB SSD - Very good",Very Good - Refurbished,"IDR9,974,833.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
298,"Samsung - Galaxy Book4 15.6"" FHD Laptop - Intel Core 7- 16GB Memory - 512GB S...",Brand New,"IDR9,143,583.75","4,728 sold",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
299,"Apple MacBook Air 13"" M4 chip 16GB RAM 512GB SSD Midnight MW133LL/A 2025 Model",Open Box,"IDR14,945,875.00",Only 3 left,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
300,"LENOVO ThinkBook 14 G7 ARP Laptop 14"" 256GB SSD 7535H 3.3GHz 8GB Windows 11 Pro",Brand New,"IDR6,649,833.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
301,Panasonic Toughbook CF-33  i5-7300U 2.6GHz 16GB Touch Screen No SSD Or OS,Pre-Owned,"IDR2,244,375.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
302,2025 Lenovo IdeaPad Laptop Notebook 15.6 Intel Processor Upto 20GB RAM 1TB SSD,Brand New,"IDR3,973,375.00 to IDR6,134,625.00",80 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
303,Lot of 5 -Dell Latitude 5420 Laptop - Core i5-1145G7 16GB 512GB SSD-Touch - #3,Pre-Owned,"IDR16,591,750.00",Only 3 left,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
304,"New ListingLenovo Thinkpad X1 Yoga Gen 7 14"" Laptop i7-1265U 1.8GHz 16GB NO DRIVE/BAT",Pre-Owned,"IDR6,483,583.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
305,Lenovo ThinkPad X9 15 Aura Edition 2.8k OLED Touch Ultra 7 268V 32GB 1TB W11P 2Y,Certified - Refurbished,"IDR21,595,875.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
306,2025 HP Laptop Computer 15 Office 2024 FHD 8-Core Intel i3 Upto 32GB RAM 2TB SSD,Brand New,"IDR5,469,625.00 to IDR9,958,375.00",28 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
307,"2025 ASUS Vivobook 16"" Laptop 10-Core Intel i7-1355U 40GB RAM 1TB SSD Win 11 Pro",Brand New,"IDR12,618,375.00",107 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
308,Cyber Special - Dell Latitude 5520 Laptop - 2.6 GHz i5-1145G7 16GB 512GB - Touch,Pre-Owned,"IDR3,790,500.00",434 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
309,"HP EliteBook 845 G7 14"" 8GB 256GB SSD AMD Ryzen 3 Pro 4450U Win11P, Silver",Excellent - Refurbished,"IDR3,291,750.00",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
310,Shop on eBay,,$479.99,,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
311,Shop on eBay,,$479.99,,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
312,"Lenovo ThinkPad L13 Yoga Laptop PC 13"" FHD Core i5 8GB RAM 256GB SSD Win 11 HDMI",Good - Refurbished,"IDR3,461,990.00",793 sold,https://i.ebayimg.com/thumbs/images/g/O1YAAeSwvw1pH~Iv/s-l960.webp
313,BUNDLE APPLE MACBOOK AIR 13 INCH LAPTOP | 8GB RAM | 256GB SSD | MACOS,Pre-Owned,"IDR3,906,875.00",Only 1 left!,https://i.ebayimg.com/thumbs/images/g/SeEAAeSwuTRpF5Fx/s-l960.webp
314,New ListingLenovo Yoga 7 2 IN 1 16IML9 Laptop ULTRA 7 155U 16GB RAM – No Boot,Parts Only,"IDR3,823,583.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
315,ASUS Vivobook 16  WUXGA Notebook Intel Core i7-1355U 16GB RAM 1TB SSD Intel Iris,Brand New,"IDR8,312,333.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
316,New ListingLOT OF 3 - Lenovo Laptops - (1) T14s / (2) T14 - REPAIRS / AS IS - READ NOTES,Parts Only,"IDR6,483,750.00",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
317,Lenovo ThinkPad L13 Yoga 13” FHD 2-in-1 Laptop Core i5 8GB RAM 512GB SSD Win 11,Good - Refurbished,"IDR3,621,590.00",199 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
318,"New ListingApple A2442 MacBook Pro 16"" 2021 Chassis + Screen + Battery Parts Repair",Parts Only,"IDR4,156,083.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
319,"LG - gram 17"" Touch Screen Laptop - Copilot+ PC - Intel Core Ultra 7 Series 2...",Brand New,"IDR28,262,333.75",692 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
320,"Acer Chromebook Plus 514 14"" Touchscreen AMD Ryzen 3 7320C 128GB SSD Refurbished",Certified - Refurbished,"IDR2,723,008.75",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
321,New ListingGETAC S410 G2 Rugged Toughbook i7-8650U 1.9GHz 512GB SSD 16GB 4G - GPS - Grade B,Pre-Owned,"IDR4,654,833.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
322,"Microsoft Surface Laptop Studio 2 14"" i7-13800H 16GB 512GB-Very Good Refurbished",Very Good - Refurbished,"IDR13,092,187.50",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
323,HP ProBook 440 G8 Laptop 14” 4-Core i5 16GB DDR4 RAM 256GB SSD Windows 11 Pro,Excellent - Refurbished,"IDR4,354,752.50",Only 2 left,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
324,Dell Latitude 5410 14” FHD Laptop 4-Core i5 16GB RAM 512GB SSD Windows 11 Pro,Good - Refurbished,"IDR4,306,041.25",334 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
325,Dell XPS 13 7390 Laptop 13.3” FHD Core i7 16GB DDR4 RAM 256GB SSD Windows 11,Good - Refurbished,"IDR5,548,427.50",112 sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
326,"New ListingHP 15-dy1031wm 15.6"" Laptop Computer w/ i3-1005G1 1.20GHz CPU 8GB RAM No SSD",Pre-Owned,"IDR1,495,418.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
327,New ListingPanasonic FZ55-1 Toughbook Laptop Intel i7-8665U @ 1.90GHz 16GB DDR4 500GB SSD,Pre-Owned,"IDR6,683,083.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
328,"Lenovo ThinkPad X1 Carbon Gen 8 14"" Touch 16GB 256GB SSD WIN11P, Black",Excellent - Refurbished,"IDR5,591,818.75",Only 1 left!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
329,"Dell Latitude 5420 Quad Core i7 16GB 512GB SSD Windows 11 ""Light Gaming""",Excellent - Refurbished,"IDR4,155,751.25",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
330,"HP EliteBook 850 G8 i7-1185G7 | 16GB | 512GB SSD | 15.6"" FHD Win11 Pro Open Box@",Open Box,"IDR5,818,583.75",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
